product_title,product_category,rating,review_count,units_sold,sale_price,list_price,discount_pct,is_best_seller_flag,has_coupon_flag,is_sponsored,is_available,best_seller_detail,coupon_detail,sustainability_detail,delivery_date,collected_at
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:23:08.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:23:21.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:23:34.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:24:00.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:24:29.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:24:55.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:25:24.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:25:36.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:26:05.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:26:18.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:27:12.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:27:38.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:27:51.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:28:17.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:28:59.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:29:11.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:29:22.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:30:58.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:31:10.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:31:54.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:32:07.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:32:18.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:33:27.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:33:41.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:33:54.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:34:08.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:34:37.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:35:02.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:35:13.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:35:27.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:35:40.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:35:51.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:36:05.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:36:20.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:36:43.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:36:54.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:37:07.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:37:35.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:38:13.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:38:27.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:39:08.000000 UTC
ASURION 2 Year Auto Accessories Protection Plan ($60 - $69.99),Other Electronics,3.4,17,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-29 11:39:45.000000 UTC
ASURION 2 Year Electronics Protection Plan ($1000 - $1249.99),Other Electronics,3.4,30,0,89.99,89.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-24 21:57:27.000000 UTC
ASURION 2 Year Electronics Protection Plan ($600 - $699.99),Other Electronics,3.4,70,0,54.99,54.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-24 21:45:39.000000 UTC
ASURION 2 Year Jewelry Protection Plan ($60 - $69.99),Other Electronics,3.4,32,0,6.99,6.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-24 21:40:53.000000 UTC
ASURION 2 Year Mobile Phone Accident Protection Plan ($1000 - $1249.99),Phones,3.4,269,0,229.99,229.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:59:14.000000 UTC
ASURION 3 Year Furniture Protection Plan ($700 - $799.99),Other Electronics,3.4,3,0,149.99,149.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-24 21:44:03.000000 UTC
"ASUS 14” FHD Portable Go Laptop 2024 Flagship, Dual-Core Intel Celeron N4500 Processor, 4GB RAM, 128GB Storage (64GB eMMC+64GB SD), WiFi, 720P Webcam, 10+ Hrs Battery, Windows 11S +HubxcelAccessory",Laptops,3.4,27,0,229.0,229.0,0.0,false,false,true,true,No Badge,No Coupon,None,2025-09-11,2025-08-29 10:47:28.000000 UTC
"ASUS 14” FHD Portable Go Laptop 2024 Flagship, Dual-Core Intel Celeron N4500 Processor, 4GB RAM, 128GB Storage (64GB eMMC+64GB SD), WiFi, 720P Webcam, 10+ Hrs Battery, Windows 11S +HubxcelAccessory",Laptops,3.4,27,0,229.0,229.0,0.0,false,false,true,true,No Badge,No Coupon,None,2025-09-11,2025-08-29 11:25:36.000000 UTC
"ASUS ROG Ally Gaming & Entertainment Laptop (AMD Ryzen Z1 Extreme 8-Core, 16GB LPDDR5X 6400MHz RAM, 512GB M.2 2242 PCIe SSD, AMD Radeon, 7"" 120 Hz Touch Win 11 Home) (Renewed)",Laptops,3.4,31,0,0.0,0.0,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-24 21:55:21.000000 UTC
"Apple Mid 2017 MacBook Pro with 2.3GHz Intel Core i5, 13-inch, 8GB RAM, 256GB SSD, Silver (Renewed)",Laptops,3.4,342,100,215.0,215.0,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 12:07:11.000000 UTC
"Belkin SoundForm Wired Earbuds with USB-C Connector, in-Ear Earphones w/Microphone - USB-C Headphones for iPhone 16, iPhone 15, iPad mini, Galaxy S25, Google Pixel 9, Android, and More - Black",Phones,3.4,203,200,19.99,23.99,16.67,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-24 21:58:26.000000 UTC
DYMO LabelWriter 550 Series Label Printer with Dymo-Branded Label Compatibility Automatic Recognition Low Waste Optimized Direct Thermal Printing and Plastic-Free Packaging,Printers & Scanners,3.4,1927,1000,146.8,146.8,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:27:54.000000 UTC
Dell UltraSharp 32-inch 4K Thunderbolt Hub Monitor with 120Hz and 140W PD (IPS Black) - U3225QE,Laptops,3.4,5,300,879.0,879.0,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:33:27.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:26:38.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:27:53.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:28:06.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:28:21.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:28:35.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:28:49.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:29:04.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:30:41.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:30:53.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:31:42.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:32:44.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:34:35.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:34:47.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:40:01.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:40:28.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:40:39.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:41:56.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:43:03.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:43:17.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:43:29.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:43:55.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:44:47.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:45:13.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:45:34.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:45:58.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:46:49.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:47:29.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:47:55.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:48:09.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:49:07.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:50:08.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:50:33.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:51:13.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:51:27.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:51:39.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:52:05.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:52:32.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:52:46.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:53:24.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:53:37.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:53:49.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:54:27.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:54:39.000000 UTC
HP Color LaserJet Professional CP5225n (CE711A),Laptops,3.4,46,0,889.0,889.0,0.0,false,false,false,false,No Badge,No Coupon,Works with Alexa,,2025-08-30 19:54:52.000000 UTC
"HP Color Laserjet Pro 3201dw Wireless Color Laser Printer, Office Printer, Duplex, Best-for-Office (499Q9F)",Laptops,3.4,581,1000,279.0,369.0,24.39,false,false,false,true,No Badge,No Coupon,Works with Alexa,2025-09-01,2025-08-21 11:19:46.000000 UTC
"HP DesignJet T230 Large Format 24-inch Plotter Printer, Includes 2-Year Onsite Warranty Support (5HB07T) - New Model",Laptops,3.4,4,0,834.75,834.75,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-24 21:56:52.000000 UTC
Intel® Core™ i9-14900KS Desktop Processor 24 cores (8 P-cores + 16 E-cores),Laptops,3.4,133,0,485.0,485.0,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 12:13:57.000000 UTC
"Jabra Evolve 65 TE (Third Edition) Wireless Single-Ear Headphones - Noise-Canceling Mic, 16 hrs Battery Life, Dual Connectivity, Works with All UC Platforms Like Zoom & Google Meet, Black",Phones,3.4,17,200,99.0,159.0,37.74,false,false,false,true,No Badge,No Coupon,None,2025-09-01,2025-08-21 11:57:05.000000 UTC
Nintendo Switch Mario Kart 8 Deluxe Bundle 3 Month Nintendo + 128GB MicroSD Card,Storage,3.4,125,100,275.95,275.95,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:53:37.000000 UTC
"Turtle Beach VelocityOne Multi-Shift Sim Racing Shifter & Handbrake for Windows PC, Xbox Series X|S & Xbox One – 7-Gear + R H-Gate & Sequential Shifter, Handbrake, Hall-Effect Magnetic Sensors – Black",Gaming,3.4,166,50,139.99,139.99,0.0,false,false,false,false,No Badge,No Coupon,None,2025-09-02,2025-08-24 21:52:34.000000 UTC
"Zebra ZD411 Printer, Direct Thermal, 203DPI, USB, USB Host, Modular Connectivity Slot, BTLE5, EZPL, ZD4A022-D01M00EZ (Zebra ZD410 Replacement) with Cleaning Cloth",Printers & Scanners,3.4,10,100,239.0,239.0,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 12:04:55.000000 UTC
ASURION 2 Year Furniture Protection Plan ($500 - $599.99),Other Electronics,3.5,47,0,87.99,87.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:33:16.000000 UTC
ASURION 2 Year Laptop Protection Plan ($1500 - $1999.99),Laptops,3.5,164,0,145.99,145.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:40:46.000000 UTC
ASURION 3 Year B2B Office Equipment Protection Plan ($200 - $249.99),Other Electronics,3.5,2,0,37.99,37.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-24 21:44:33.000000 UTC
ASURION 3 Year Cooling Protection Plan ($500 - $599.99),Other Electronics,3.5,7,0,162.99,162.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 12:00:16.000000 UTC
ASURION 3 Year Home Improvement Protection Plan ($1250 - $1499.99),Other Electronics,3.5,44,0,129.99,129.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:49:00.000000 UTC
ASURION 3 Year Home Improvement Protection Plan ($1500 - $1999.99),Other Electronics,3.5,38,0,159.99,159.99,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:58:26.000000 UTC
"AT&T Turbo Hotspot 3: 256 MB, Black - Prepaid Hotspot, Connects Up to 16 Devices, Dual Band Wi-Fi, Long Lasting Battery",Power & Batteries,3.5,226,300,44.99,49.99,10.0,false,false,false,true,No Badge,No Coupon,None,2025-09-02,2025-08-24 21:43:11.000000 UTC
Apple MacBook Pro 13.3in Retina Laptop Intel i5 Dual Core 2.6GHz 8GB 128GB SSD - MGX72LL/A (Renewed),Laptops,3.5,1643,500,242.0,242.0,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 11:34:04.000000 UTC
"Apple iMac MK472LL/A 27-Inch Retina 5K Desktop (3.2 GHz Intel Core i5, 8GB DDR3, 1TB, Mac OS X) (Renewed)",Laptops,3.5,90,50,498.0,498.0,0.0,false,false,false,false,No Badge,No Coupon,None,2025-09-02,2025-08-21 12:16:58.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3444,200,95.0,95.0,0.0,false,false,false,false,No Badge,No Coupon,None,,2025-08-21 12:04:33.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:40:12.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:40:25.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:40:39.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:41:43.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:42:23.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:43:15.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:44:06.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:45:14.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:45:27.000000 UTC
BlueParrott M300-XT Noise Cancelling Hands-free Mono Bluetooth Headset for Mobile Phones with up to 14 Hours of Talk Time for On-The-Go Mobile Professionals & Drivers,Phones,3.5,3445,200,109.99,109.99,0.0,false,false,false,true,No Badge,No Coupon,None,2025-09-04,2025-08-29 10:45:40.000000 UTC
